DF#,City,County,State,TweetLoc,RatioFuzzy
8828,,,, ,
8829,,,, ,
8830,grand island,hall,nebraska, grand island,92
8831,,,, ,
8832,,,, ,
8833,,,, ,
8834,,,, ,
8835,,,, ,
8836,fort worth,tarrant,texas, fort worth tx/ny ny,70
8837,reading,berks,pennsylvania, pennsylvania,100
8838,white lake,langlade,wisconsin, dhaka bangladesh,65
8839,,,, ,
8840,mount sidney,augusta,virginia, sydney australia,71
8841,vienna,johnson,illinois, illinois usa,82
8842,,,, ,
8843,virginia beach,virginia beach city,virginia, virginia beach va,89
8844,dallas,dallas,texas, dallas tx usa,81
8845,kosrae,federated states of micro,micronesia, united states,71
8846,solvang,santa barbara,california, santa barbara ca,100
8847,,,, ,
8848,,,, ,
8849,bethel,bethel,alaska, the tarheel state,61
8850,new york,new york,new york, new york ny,92
8851,,,, ,
8852,warroad,roseau,minnesota, minnesota ,95
8853,,,, ,
8854,,,, ,
8855,warne,clay,north carolina, north carolina,100
8856,mid florida,seminole,florida, florida usa,83
8857,,,, ,
8858,,,, ,
8859,skagway,skagway,alaska, usa,75
8860,new york,new york,new york, new york ny,92
8861,new york,new york,new york, new york ny,92
8862,skagway,skagway,alaska, usa,75
8863,dallas,dallas,texas, dallas tx,90
8864,mount sterling,gasconade,missouri, sc/ig:datsocialdude ,52
8865,,,, ,
8866,monument,logan,kansas, monument co,83
8867,rampart,yukon koyukuk,alaska, parts unknown,64
8868,williams,colusa,california, u.s.a.,57
8869,,,, ,
8870,,,, ,
8871,south san francisco,san mateo,california, not san franpsycho,74
8872,,,, ,
8873,,,, ,
8874,,,, ,
8875,ty ty,tift,georgia, georgia usa,80
8876,manson,chelan,washington, mason oh,78
8877,,,, ,
8878,powers,coos,oregon, tower of friggin babel ussa,56
8879,,,, ,
8880,,,, ,
8881,kosrae,federated states of micro,micronesia, our united states of america,66
8882,polebridge,flathead,montana, lethbridge ab,71
8883,lubbock,lubbock,texas, lubbock tx,91
8884,plattenville,assumption,louisiana, trump nation u.s.a,63
8885,atlanta,cass,texas, atlanta ga,82
8886,palmdale,los angeles,california, los angeles ca,100
8887,,,, ,
8888,,,, ,
8889,,,, ,
8890,white plains,hopkins,kentucky, white plains ny,81
8891,skagway,skagway,alaska, usa,75
8892,,,, ,
8893,white earth,mountrail,north dakota, earth un us,75
8894,vail,eagle,colorado,  colorado,90
8895,homedale,owyhee,idaho, exactly where i shouldnt be. ,57
8896,,,, ,
8897,new york,new york,new york, new york ny ,85
8898,weiser,washington,idaho, washington dc,93
8899,riverview,hillsborough,florida, riverview fl,85
8900,sells,pima,arizona, arizona usa,80
8901,mertzon,irion,texas, irving tx,80
8902,wellington,menifee,kentucky, wellington nz,86
8903,wells,york,maine, heaven and hell or in between.,63
8904,north chicago,lake,illinois, chicago il,91
8905,asotin,asotin,washington, washington d.c.,81
8906,,,, ,
8907,,,, ,
8908,,,, ,
8909,parcel return service,district of columbia,dist. of columbia, dc district of corruption,69
8910,rochester,sangamon,illinois, rochester ny,85
8911,scaly mountain,macon,north carolina, concord north carolina,84
8912,,,, ,
8913,fort worth,tarrant,texas, fort worthtx,85
8914,whitefish,flathead,montana, montana,100
8915,skagway,skagway,alaska, usa,75
8916,norge,james city,virginia, norge dual us citiz,65
8917,,,, ,
8918,,,, ,
8919,seattle,king,washington, seattle wa,73
8920,pago pago,american samoa,american samoa, america,100
8921,millers creek,wilkes,north carolina, millers creek nc,82
8922,georgetown,cecil,maryland, maryland,100
8923,red cloud,webster,nebraska, western ny,82
8924,trout creek,sanders,montana, patriot freeland,65
8925,wonder lake,mchenry,illinois, wonderland,73
8926,,,, ,
8927,yeoman,carroll,indiana, indiana,100
8928,mexico,audrain,missouri, méxico d:f:,58
8929,,,, ,
8930,parthenon,newton,arkansas, partyborn nrw germany,59
8931,sweet home,lavaca,texas, sweet home alabama,79
8932,,,, ,
8933,,,, ,
8934,kosrae,federated states of micro,micronesia, united states,71
8935,,,, ,
8936,north chicago,lake,illinois, chicago il,91
8937,,,, ,
8938,new brunswick,middlesex,new jersey, new jersey,100
8939,elmira,chemung,new york, new york,100
8940,,,, ,
8941,,,, ,
8942,weiser,washington,idaho, washington dc,93
8943,,,, ,
8944,,,, ,
8945,stuart,martin,florida, florida,100
8946,siloam springs,benton,arkansas, siloam spings ar,82
8947,san antonio,bexar,texas, san antonio texas,83
8948,,,, ,
8949,,,, ,
8950,kress,swisher,texas, don't mess with texas®,72
8951,anchorage,anchorage,alaska, wnc,75
8952,palmdale,los angeles,california, los angeles,100
8953,lost nation,clinton,iowa, frost nation,77
8954,twin lakes,freeborn,minnesota, born in the usa ,65
8955,new london,kandiyohi,minnesota, london england,73
8956,,,, ,
8957,conesville,muscatine,iowa, conservative usa,65
8958,tallahassee,leon,florida, tallahassee fl,87
8959,westlake village,ventura,california, westest village nyc,75
8960,,,, ,
8961,twin lakes,freeborn,minnesota, born in the usa ,65
8962,pago pago,american samoa,american samoa, american born,79
8963,,,, ,
8964,stuart,martin,florida, florida,100
8965,new edinburg,cleveland,arkansas, edinburgh/tuscany,67
8966,palmdale,los angeles,california, los angeles ca,100
8967,twin lakes,freeborn,minnesota, born in the usa ,65
8968,seattle,king,washington, seattle ,89
8969,,,, ,
8970,san diego,san diego,california, san diego ca,100
8971,vail,eagle,colorado, colorado,100
8972,battle ground,clark,washington, around,86
8973,reading,berks,pennsylvania, pennsylvania usa,87
8974,weiser,washington,idaho, washington dc,93
8975,palmdale,los angeles,california, los angeles ca,100
8976,dallas,dallas,texas, dallas tx,90
8977,wake island,honolulu,hawaii, honolulu hi,92
8978,west new york,hudson,new jersey, new york usa,85
8979,fresno,fresno,california, fresno ca,100
8980,bayard,morrill,nebraska, nebraska usa,82
8981,tichnor,arkansas,arkansas, kansas usa,82
8982,palmdale,los angeles,california, los angeles ca,100
8983,,,, ,
8984,leesburg,lake,florida, st. petersburg florida,79
8985,miami,colfax,new mexico, miami fl,78
8986,stony creek,warren,new york, salmon creek wa,75
8987,gabbs,nye,nevada, ny/nj,67
8988,red devil,bethel,alaska, dmv,75
8989,liberal,seward,kansas, liberal in red state,63
8990,state line,warren,indiana, state of live free or die ,60
8991,,,, ,
8992,,,, ,
8993,monterey park,los angeles,california, in the arms of an angel,58
8994,grover beach,san luis obispo,california, st louis mo,75
8995,south floral park,nassau,new york, #global ,67
8996,,,, ,
8997,surprise,maricopa,arizona, surprise az,83
8998,california,saint marys,maryland, california usa,87
8999,,,, ,
9000,alberta,stevens,minnesota, alberta,88
9001,sevier,sevier,utah, conservative libertarian ,61
9002,clarkston,asotin,washington, #washingtondc ,81
9003,,,, ,
9004,brisbane,san mateo,california, brisbane australia,63
9005,,,, ,
9006,north georgetown,columbiana,ohio, cool-umbus ohio,75
9007,north georgetown,columbiana,ohio, cool-umbus ohio,75
9008,mountain home,elmore,idaho,  home tweet home,59
9009,palomar mountain,san diego,california, montana usa,83
9010,warroad,roseau,minnesota, minnesota usa,83
9011,toccoa falls,stephens,georgia, toccoa ga,80
9012,,,, ,
9013,quail,collingsworth,texas, south texas,83
9014,kosrae,federated states of micro,micronesia, united states,71
9015,california,saint marys,maryland, california usa,87
9016,avondale estates,dekalb,georgia, eastside atl ga ,65
9017,new haven,allen,indiana, new haven and dc,76
9018,south san francisco,san mateo,california, san francisco bay area,83
9019,reading,berks,pennsylvania, pennsylvania,100
9020,,,, ,
9021,juneau,juneau,alaska, nj/ny,50
9022,taos ski valley,taos,new mexico, pallet town ,69
9023,stuart,martin,florida, florida,100
9024,,,, ,
9025,stuart,martin,florida, florida,100
9026,kivalina,northwest arctic,alaska, illuminati hq antarctic wall,59
9027,,,, ,
9028,,,, ,
9029,,,, ,
9030,,,, ,
9031,providence,providence,rhode island, rhode island,100
9032,west somerset,pulaski,kentucky, smurfturf usa,57
9033,creswell,lane,oregon, screwed up land of o,62
9034,sand point,aleutians east,alaska, american east coast,70
9035,philadelphia,philadelphia,pennsylvania, philadelphia pa,94
9036,,,, ,
9037,,,, ,
9038,,,, ,
9039,wilder,overton,tennessee, tennessee usa,83
9040,,,, ,
9041,white mills,hardin,kentucky, kentucky ,95
9042,rosenberg,fort bend,texas, yrosenberg@tabletmag.com,58
9043,skagway,skagway,alaska, usa,75
9044,louisville,stark,ohio, louisville ky & rephlan. ,67
9045,,,, ,
9046,ty ty,tift,georgia, georgia usa,80
9047,,,, ,
9048,zion,lake,illinois, chillin' like a villain,67
9049,fayetteville,fayette,texas, fayetteville,92
9050,skagway,skagway,alaska, usa,75
9051,ty ty,tift,georgia, georgia usa,80
9052,ty ty,tift,georgia, georgia usa,80
9053,,,, ,
9054,fairbanks,fairbanks north star,alaska, australia,70
9055,hamburg,ashley,arkansas, hamburg,88
9056,post falls,kootenai,idaho, idaho,100
9057,reading,berks,pennsylvania, pennsylvania usa,87
9058,,,, ,
9059,,,, ,
9060,,,, ,
9061,palmdale,los angeles,california, los angeles,100
9062,snyder,scurry,texas, cumby tx,67
9063,hebron,thayer,nebraska, heart of the bluegrass,59
9064,norden,nevada,california, reno nv,75
9065,birmingham,oakland,michigan, birmingham alabama,74
9066,douds,van buren,iowa, proud auburn tiger. war eagle!,65
9067,willow island,dawson,nebraska, dawson mn,90
9068,,,, ,
9069,sacramento,sacramento,california, sacramento,100
9070,,,, ,
9071,,,, ,
9072,new preston marble dale,litchfield,connecticut, reston va.,82
9073,,,, ,
9074,,,, ,
9075,skagway,skagway,alaska, usa,75
9076,skagway,skagway,alaska, usa,75
9077,el paso,el paso,texas, texas,100
9078,detroit,marion,oregon, detroit,88
9079,,,, ,
9080,pago pago,american samoa,american samoa, amerikkka(678) ,50
9081,,,, ,
9082,,,, ,
9083,,,, ,
9084,lakeland,livingston,michigan, lakeland fl,83
9085,skagway,skagway,alaska, usa,75
9086,gile,iron,wisconsin, titletown wisconsin,81
9087,,,, ,
9088,alta,teton,wyoming, wyoming,100
9089,metaline falls,pend oreille,washington, in the closet or hell ,61
9090,,,, ,
9091,,,, ,
9092,,,, ,
9093,wall lake,sac,iowa, sc via dc,63
9094,art,mason,texas, arlington texas 76010,73
9095,,,, ,
9096,,,, ,
9097,el paso,el paso,texas, texas,100
9098,,,, ,
9099,ratcliff,houston,texas, houston texas,100
9100,,,, ,
9101,kress,swisher,texas, don't mess with texas,74
9102,whitney,dawes,nebraska, nebraska,100
9103,merion station,montgomery,pennsylvania, sitting on the stoop,62
9104,,,, ,
9105,,,, ,
9106,,,, ,
9107,manila,mississippi,arkansas, mississippi usa,88
9108,sutter,sutter,california, southern california,89
9109,,,, ,
9110,beaumont,butler,kansas, beaumont tx,83
9111,atlanta,elmore,idaho, atlanta georgia,75
9112,,,, ,
9113,natchitoches,natchitoches,louisiana, louisiana ,95
9114,new virginia,warren,iowa, virginia,100
9115,,,, ,
9116,vance,tuscaloosa,alabama, tuscaloosa al,100
9117,,,, ,
9118,rock island,rock island,illinois, inland from the island,70
9119,lagrange,goshen,wyoming, lagrange ga,83
9120,cabool,texas,missouri, texas usa,80
9121,atqasuk,north slope,alaska, up north,78
9122,bronte,coke,texas, deep in the ?? of texas ,65
9123,san antonio,bexar,texas, san antonio texas,83
9124,long island,phillips,kansas, long island ny,80
9125,erie,neosho,kansas, where the short squeeze is,56
9126,,,, ,
9127,laguna beach,orange,california, laguna beach ,93
9128,ann arbor,washtenaw,michigan, ann arbor mi,77
9129,warwick,worth,georgia, north georgia ,90
9130,likely,modoc,california, dcp alumni,64
9131,orem,utah,utah, Üt: 47.205991-122.441941,21
9132,dallas,dallas,texas, dallas tx,90
9133,wardtown,northampton,virginia, down north,91
9134,el paso,el paso,texas, texas,100
9135,,,, ,
9136,,,, ,
9137,seneca,grant,oregon, kanto region,77
9138,,,, ,
9139,cabool,texas,missouri, texas usa,80
9140,,,, ,
9141,,,, ,
9142,el paso,el paso,texas, texas,100
9143,warwick,worth,georgia, north georgia ,90
9144,,,, ,
9145,,,, ,
9146,ketchikan,ketchikan gateway,alaska,570,0
9147,cabool,texas,missouri, texas usa,80
9148,south seaville,cape may,new jersey, south sea,90
9149,,,, ,
9150,vernon center,blue earth,minnesota, planet earth,69
9151,,,, ,
9152,mesick,wexford,michigan, wexford pa,82
9153,skagway,skagway,alaska, usa,75
9154,reading,berks,pennsylvania, pennsylvania usa,87
9155,tampa,hillsborough,florida, tampa fl,78
9156,skagway,skagway,alaska, usa,75
9157,skagway,skagway,alaska, usa,75
9158,blue river,lane,oregon, down by the river in oregon,77
9159,pago pago,american samoa,american samoa, america,100
9160,hot springs,sanders,montana, † in god's hands †,58
9161,linefork,letcher,kentucky, inform. educate. enlighten.,52
9162,,,, ,
9163,port heiden,lake and peninsula,alaska, hidden bunker,64
9164,mount wilson,los angeles,california, wi,100
9165,weesatche,goliad,texas, the woodlands tx,65
9166,,,, ,
9167,,,, ,
9168,,,, ,
9169,highland park,middlesex,new jersey, new jersey usa,85
9170,stamford,fairfield,connecticut, connecticut usa,86
9171,el paso,el paso,texas, texas,100
9172,san diego,san diego,california, san diego,100
9173,kosrae,federated states of micro,micronesia, united states of america,72
9174,,,, ,
9175,otho,webster,iowa, perth western australia,65
9176,,,, ,
9177,fairbanks,fairbanks north star,alaska, another realm,64
9178,high point,moniteau,missouri, high point nc,86
9179,,,, ,
9180,,,, ,
9181,continental,putnam,ohio, the continental ,71
9182,mid florida,seminole,florida, florida usa,83
9183,fort worth,tarrant,texas, fort worth tx,86
9184,kings canyon national pk,tulare,california, a non national populistic rig,63
9185,tylerton,somerset,maryland, somewhere in neverland,63
9186,san diego,san diego,california, san diego ca,100
9187,mid florida,seminole,florida, florida usa,83
9188,,,, ,
9189,,,, ,
9190,,,, ,
9191,new london,rusk,texas, london,100
9192,,,, ,
9193,iola,waupaca,wisconsin, wisconsin,100
9194,pilot station,wade hampton,alaska, tx,67
9195,goshen,utah,utah, the tax u 2 death state,56
9196,,,, ,
9197,phoenix,maricopa,arizona, phoenix/chicago,63
9198,,,, ,
9199,racine,racine,wisconsin, racine wi,100
9200,,,, ,
9201,anchorage,anchorage,alaska, wnc,75
9202,south houston,harris,texas, houston,100
9203,anchorage,anchorage,alaska, wnc,75
9204,new almaden,santa clara,california, alabama usa,67
9205,,,, ,
9206,,,, ,
9207,,,, ,
9208,houston,matanuska susitna,alaska, usa ,80
9209,midwest,natrona,wyoming, midwest,88
9210,ambler,northwest arctic,alaska, antarctica,64
9211,lovelock,pershing,nevada, i love lucidity persiflage,58
9212,kosrae,federated states of micro,micronesia, united states,71
9213,logan,phillips,kansas, georgia foothills usa,60
9214,detroit,marion,oregon, detroit,88
9215,ballinger,runnels,texas, new braunfels texas,79
9216,gotham,richland,wisconsin, gotham ,88
9217,green river,sweetwater,wyoming, everywhere,64
9218,,,, ,
9219,,,, ,
9220,lee,strafford,new hampshire, united states - new hampshire,72
9221,fort greely,southeast fairbanks,alaska, great southwest,75
9222,phoenix,jackson,oregon, phoenix az,82
9223,american falls,power,idaho, safe euro-american spot in zog,59
9224,,,, ,
9225,,,, ,
9226,liberty,waldo,maine, liberty's cradle and grave,68
9227,,,, ,
9228,,,, ,
9229,vallejo,solano,california, stanford california,84
9230,princeton,jackson,alabama, princeton nj,85
9231,,,, ,
9232,,,, ,
9233,,,, ,
9234,mullinville,kiowa,kansas, iowa usa,78
9235,,,, ,
9236,lincoln city,lincoln,oregon, ithilien,67
9237,yemassee,hampton,south carolina, south carolina,100
9238,gas,allen,kansas, trump sucks small hands,62
9239,west cornwall,litchfield,connecticut, cornwall uk,83
9240,westfall,malheur,oregon, oregon,100
9241,,,, ,
9242,,,, ,
9243,west new york,hudson,new jersey, new york usa,85
9244,skagway,skagway,alaska, usa,75
9245,arcadia,de soto,florida, south florida,89
9246,dutch harbor,aleutians west,alaska, west coast,73
9247,,,, ,
9248,,,, ,
9249,atlanta,cass,texas, atlanta ga,82
9250,,,, ,
9251,skagway,skagway,alaska, usa,75
9252,el paso,el paso,texas, texas,100
9253,point reyes station,marin,california, statan eyelan callege,59
9254,texas city,galveston,texas, texas bcs ,73
9255,california,saint marys,maryland, california usa,87
9256,vail,eagle,colorado, colorado usa,82
9257,vanderpool,bandera,texas, leander texas,86
9258,,,, ,
9259,,,, ,
9260,houston,matanuska susitna,alaska, usa ,80
9261,,,, ,
9262,ward cove,ketchikan gateway,alaska, ct,67
9263,quincy,grant,washington, quincy ma ,73
9264,chester,delaware,pennsylvania, ste. adèle p.q.,56
9265,,,, ,
9266,san bernardino,san bernardino,california, ermagerd,67
9267,warne,clay,north carolina, north carolina usa,88
9268,sweetwater,nolan,texas, nola,100
9269,new london,rusk,texas, london,100
9270,cabool,texas,missouri, texas usa,80
9271,sutter,sutter,california, southern california,89
9272,,,, ,
9273,,,, ,
9274,sparrow bush,orange,new york, israel new york,81
9275,skagway,skagway,alaska, usa,75
9276,milwaukee,milwaukee,wisconsin, milwaukee wi,100
9277,,,, ,
9278,new plymouth,vinton,ohio, plottin' on some shit,60
9279,,,, ,
9280,,,, ,
9281,cedar key,levy,florida, key west florida,82
9282,,,, ,
9283,,,, ,
9284,,,, ,
9285,knights landing,yolo,california, king's landing ohio,75
9286,valentine,presidio,texas, dfw texas,70
9287,san diego,san diego,california, san diego ca,100
9288,ontario center,wayne,new york, texas and new orleans,60
9289,,,, ,
9290,fayetteville,fayette,texas, fayetteville,92
9291,west liberty,ohio,west virginia, ohio usa,78
9292,lakeside,flathead,montana, on the dark side of the moon,67
9293,tanana,yukon koyukuk,alaska,nan,100
9294,tanana,yukon koyukuk,alaska,nan,100
9295,paradise inn,pierce,washington, in,100
9296,kotzebue,northwest arctic,alaska, zebes,67
9297,tanana,yukon koyukuk,alaska,nan,100
9298,tanana,yukon koyukuk,alaska,nan,100
9299,tanana,yukon koyukuk,alaska,nan,100
9300,tanana,yukon koyukuk,alaska,nan,100
9301,point baker,prince of wales hyder,alaska, az,67
9302,saint paul island,aleutians west,alaska, pa.  u.s.a.,50
9303,tanana,yukon koyukuk,alaska,nan,100
9304,tanana,yukon koyukuk,alaska,nan,100
9305,tanana,yukon koyukuk,alaska,nan,100
9306,tanana,yukon koyukuk,alaska,nan,100
9307,tanana,yukon koyukuk,alaska,nan,100
9308,tanana,yukon koyukuk,alaska,nan,100
9309,dutch flat,placer,california, fl,100
9310,tanana,yukon koyukuk,alaska,nan,100
9311,tanana,yukon koyukuk,alaska,nan,100
9312,tanana,yukon koyukuk,alaska,nan,100
9313,tanana,yukon koyukuk,alaska,nan,100
9314,gabbs,nye,nevada, ny,100
9315,skagway,skagway,alaska, usa,75
9316,ketchikan,ketchikan gateway,alaska, ky,67
9317,ward cove,ketchikan gateway,alaska, dc,67
9318,skagway,skagway,alaska, usa,75
9319,skagway,skagway,alaska, usa,75
9320,tanana,yukon koyukuk,alaska,nan,100
9321,tanana,yukon koyukuk,alaska,nan,100
9322,tanana,yukon koyukuk,alaska,nan,100
9323,ketchikan,ketchikan gateway,alaska, uk,67
9324,tanana,yukon koyukuk,alaska,nan,100
9325,tanana,yukon koyukuk,alaska,nan,100
9326,tanana,yukon koyukuk,alaska,nan,100
9327,tanana,yukon koyukuk,alaska,nan,100
9328,tanana,yukon koyukuk,alaska,nan,100
9329,tanana,yukon koyukuk,alaska,nan,100
9330,tanana,yukon koyukuk,alaska,nan,100
9331,tanana,yukon koyukuk,alaska,nan,100
9332,tanana,yukon koyukuk,alaska,nan,100
9333,tanana,yukon koyukuk,alaska,nan,100
9334,tanana,yukon koyukuk,alaska,nan,100
9335,yeoman,carroll,indiana, indiana.,94
9336,tanana,yukon koyukuk,alaska,nan,100
9337,tanana,yukon koyukuk,alaska,nan,100
9338,tanana,yukon koyukuk,alaska,nan,100
9339,tanana,yukon koyukuk,alaska,nan,100
9340,tanana,yukon koyukuk,alaska,nan,100
9341,tanana,yukon koyukuk,alaska,nan,100
9342,tanana,yukon koyukuk,alaska,nan,100
9343,marblemount,skagit,washington, ut usa,71
9344,tanana,yukon koyukuk,alaska,nan,100
9345,tanana,yukon koyukuk,alaska,nan,100
9346,tanana,yukon koyukuk,alaska,nan,100
9347,tanana,yukon koyukuk,alaska,nan,100
9348,tanana,yukon koyukuk,alaska,nan,100
9349,tanana,yukon koyukuk,alaska,nan,100
9350,tanana,yukon koyukuk,alaska,nan,100
9351,skagway,skagway,alaska, usa,75
9352,southern md facility,prince georges,maryland, md,100
9353,tanana,yukon koyukuk,alaska,nan,100
9354,tanana,yukon koyukuk,alaska,nan,100
9355,tanana,yukon koyukuk,alaska,nan,100
9356,tanana,yukon koyukuk,alaska,nan,100
9357,wister,le flore,oklahoma, oklahoma,100
9358,tanana,yukon koyukuk,alaska,nan,100
9359,tanana,yukon koyukuk,alaska,nan,100
9360,atqasuk,north slope,alaska, nv,67
9361,tanana,yukon koyukuk,alaska,nan,100
9362,tanana,yukon koyukuk,alaska,nan,100
9363,tanana,yukon koyukuk,alaska,nan,100
9364,tanana,yukon koyukuk,alaska,nan,100
9365,blairsden-graeagle,plumas,california,-80.808385,10
9366,tanana,yukon koyukuk,alaska,nan,100
9367,gabbs,nye,nevada, ny,100
9368,tanana,yukon koyukuk,alaska,nan,100
9369,tanana,yukon koyukuk,alaska,nan,100
9370,tanana,yukon koyukuk,alaska,nan,100
9371,ambler,northwest arctic,alaska, ar,100
9372,tanana,yukon koyukuk,alaska,nan,100
9373,tanana,yukon koyukuk,alaska,nan,100
9374,skagway,skagway,alaska, usa,75
9375,arch cape,clatsop,oregon, ca,100
9376,ward cove,ketchikan gateway,alaska, co ,75
9377,skagway,skagway,alaska, usa,75
9378,tanana,yukon koyukuk,alaska,nan,100
9379,tanana,yukon koyukuk,alaska,nan,100
9380,skagway,skagway,alaska, usa,75
9381,tanana,yukon koyukuk,alaska,nan,100
9382,tanana,yukon koyukuk,alaska,nan,100
9383,tanana,yukon koyukuk,alaska,nan,100
9384,tanana,yukon koyukuk,alaska,nan,100
9385,tanana,yukon koyukuk,alaska,nan,100
9386,tanana,yukon koyukuk,alaska,nan,100
9387,tanana,yukon koyukuk,alaska,nan,100
9388,tanana,yukon koyukuk,alaska,nan,100
9389,gabbs,nye,nevada, ny,100
9390,truckee,nevada,california, california,100
9391,tanana,yukon koyukuk,alaska,nan,100
9392,tanana,yukon koyukuk,alaska,nan,100
9393,whittier,valdez cordova,alaska, va,100
9394,tanana,yukon koyukuk,alaska,nan,100
9395,pilot station,wade hampton,alaska, tx,67
9396,tanana,yukon koyukuk,alaska,nan,100
9397,tanana,yukon koyukuk,alaska,nan,100
9398,tanana,yukon koyukuk,alaska,nan,100
9399,tanana,yukon koyukuk,alaska,nan,100
9400,tanana,yukon koyukuk,alaska,nan,100
9401,saint george,washington,utah, ut,100
9402,iola,waupaca,wisconsin, wisconsin,100
9403,tanana,yukon koyukuk,alaska,nan,100
9404,tanana,yukon koyukuk,alaska,nan,100
9405,tanana,yukon koyukuk,alaska,nan,100
9406,tanana,yukon koyukuk,alaska,nan,100
9407,tanana,yukon koyukuk,alaska,nan,100
9408,tanana,yukon koyukuk,alaska,nan,100
9409,tanana,yukon koyukuk,alaska,nan,100
9410,tanana,yukon koyukuk,alaska,nan,100
9411,tanana,yukon koyukuk,alaska,nan,100
9412,tanana,yukon koyukuk,alaska,nan,100
9413,tanana,yukon koyukuk,alaska,nan,100
9414,tanana,yukon koyukuk,alaska,nan,100
9415,tanana,yukon koyukuk,alaska,nan,100
9416,tanana,yukon koyukuk,alaska,nan,100
9417,tanana,yukon koyukuk,alaska,nan,100
9418,metaline falls,pend oreille,washington, fl.,75
9419,tanana,yukon koyukuk,alaska,nan,100
9420,tanana,yukon koyukuk,alaska,nan,100
9421,tanana,yukon koyukuk,alaska,nan,100
9422,tanana,yukon koyukuk,alaska,nan,100
9423,tanana,yukon koyukuk,alaska,nan,100
9424,tanana,yukon koyukuk,alaska,nan,100
9425,tanana,yukon koyukuk,alaska,nan,100
9426,tanana,yukon koyukuk,alaska,nan,100
9427,tanana,yukon koyukuk,alaska,nan,100
9428,tanana,yukon koyukuk,alaska,nan,100
9429,dutch flat,placer,california, fl,100
9430,tanana,yukon koyukuk,alaska,nan,100
9431,tanana,yukon koyukuk,alaska,nan,100
9432,tanana,yukon koyukuk,alaska,nan,100
9433,truckee,nevada,california, nevada,100
9434,tanana,yukon koyukuk,alaska,nan,100
9435,tanana,yukon koyukuk,alaska,nan,100
9436,tanana,yukon koyukuk,alaska,nan,100
9437,tanana,yukon koyukuk,alaska,nan,100
9438,tanana,yukon koyukuk,alaska,nan,100
9439,tanana,yukon koyukuk,alaska,nan,100
9440,tanana,yukon koyukuk,alaska,nan,100
9441,pilot station,wade hampton,alaska, tx,67
9442,tanana,yukon koyukuk,alaska,nan,100
9443,tanana,yukon koyukuk,alaska,nan,100
9444,tanana,yukon koyukuk,alaska,nan,100
9445,tanana,yukon koyukuk,alaska,nan,100
9446,gabbs,nye,nevada, ny,100
9447,tanana,yukon koyukuk,alaska,nan,100
9448,tanana,yukon koyukuk,alaska,nan,100
9449,bridal veil,multnomah,oregon, wvu??mu,50
9450,york,york,south carolina, jozi - south africa,65
9451,winlock,lewis,washington, lewes,83
9452,,,, ,
9453,,,, ,
9454,waldron,san juan,washington, nyc usa,63
9455,reading,berks,pennsylvania,   pennsylvania ,84
9456,west point,calaveras,california, east point ga,79
9457,,,, ,
9458,kosrae,federated states of micro,micronesia, united states,71
9459,stuart,martin,florida, florida,100
9460,san jon,quay,new mexico, ciudad de méxico,65
9461,el paso,el paso,texas, texas,100
9462,,,, ,
9463,texas city,galveston,texas, texas bcs ,73
9464,brevig mission,nome,alaska, iuson f?,67
9465,west liberty,ohio,west virginia, ohio usa,78
9466,denali national park,denali,alaska, pa ,75
9467,,,, ,
9468,landis,rowan,north carolina, landofnoaccentnorthcarolinausa,74
9469,new windsor,mercer,illinois, swindon,75
9470,elkhart,anderson,texas, flat earth under the firmament,59
9471,lakeland,livingston,michigan, lakeland fl,83
9472,sharon,windsor,vermont, rts/ favs are not endorsements,59
9473,santa rosa,cameron,texas, santa rosa ca,93
9474,palmdale,los angeles,california, los angeles,100
9475,mountain rest,oconee,south carolina, mountain west,86
9476,anchorage,anchorage,alaska, nyc,75
9477,kosrae,federated states of micro,micronesia, united states,71
9478,truckee,nevada,california, california,100
9479,cedar vale,chautauqua,kansas, dar al harb,75
9480,columbus,hickman,kentucky, columbus ??-h-i-??,58
9481,crawford,delta,colorado, world wide ,67
9482,el paso,el paso,texas, texas,100
9483,,,, ,
9484,,,, ,
9485,,,, ,
9486,boca raton,palm beach,florida, miami beach florida,85
9487,state college,centre,pennsylvania, state college.,87
9488,,,, ,
9489,skagway,skagway,alaska, usa,75
9490,gold hill,jackson,oregon, center of god's will and grace,59
9491,,,, ,
9492,,,, ,
9493,hollywood,charleston,south carolina, hollywoodchicagohouston,67
9494,,,, ,
9495,,,, ,
9496,kosrae,federated states of micro,micronesia, united states,71
9497,north charleston,charleston,south carolina, north carolina at present,65
9498,ty ty,tift,georgia, georgia usa,80
9499,new york,new york,new york, new york ny,92
9500,new orleans,orleans,louisiana, new orleans la.,81
9501,,,, ,
9502,warroad,roseau,minnesota, minnesota usa,83
9503,elmira,chemung,new york, new york,100
9504,andover,essex,massachusetts, massachusetts usa,88
9505,phoenix,jackson,oregon, phoenix az,82
9506,west yarmouth,barnstable,massachusetts, south coastal massachusetts,82
9507,independence,inyo,california, independence ky,88
9508,,,, ,
9509,detroit,marion,oregon, identitarian delegation ,62
9510,,,, ,
9511,discovery bay,contra costa,california, flyover country,63
9512,jupiter,palm beach,florida, riviera beach fl,71
9513,vail,eagle,colorado, colorado usa,82
9514,medora,billings,north dakota, looking for drake?,63
9515,dpo,nan, , down the yellow brick road ,56
9516,saint hilaire,pennington,minnesota, at hillary's inauguration ,59
9517,skagway,skagway,alaska, usa,75
