SN,ID,NAME,FinalCounty,Location1,Location2,,,,,,
430,7.20303E+17, TrumpLoyalist , Florida USA, Florida, USA,,,,,,
431,3231865460, susieroussel11 , , ,,,,,,,
432,2706645518, shirleyjean1776 , 1896 farm Appalachia NW PA, 1896 farm Appalachia NW PA,,,,,,,
433,165358919, satheeshrk , , ,,,,,,,
434,43496095, joydcarter , , ,,,,,,,
435,433703539, hrqualls , North Florida, North Florida,,,,,,,
436,4108264334, rockinglittlero , , ,,,,,,,
437,7.15029E+17, partyofthepeopl , , ,,,,,,,
438,1925001980, MMLynch01 , Finger Lakes Region  NY, Finger Lakes Region,  NY,,,,,,
439,2893768217, CajunKangaroo , (R) Caution-Offensive language, (R) Caution-Offensive language,,,,,,,
440,20627893, CallahanMcD , prints:, prints:,,,,,,,
441,4827439747, marciapski3 , Michigan USA, Michigan, USA,,,,,,
442,3391185461, Emmita17E , , ,,,,,,,
443,790635542, davysgripur , , ,,,,,,,
444,3950708835, HollyW81333596 , Florida USA, Florida, USA,,,,,,
445,168238759, winkiechance , setauket ny, setauket ny,,,,,,,
446,4388881763, pmswolfy , Salem VA, Salem, VA,,,,,,
447,909560372, BarbsAK , , ,,,,,,,
448,90620291, bobd42 , Knoxville TN, Knoxville, TN,,,,,,
449,2903166449, MrEdTrain , Quincy MA , Quincy, MA ,,,,,,
450,874919084, hughes_wanda , Atlanta/ Mcdonough Ga , Atlanta/ Mcdonough Ga ,,,,,,,
451,2178310401, concerningtimes , , ,,,,,,,
452,20730783, Grammy8 , Birmingham Al, Birmingham, Al,,,,,,
453,715044396, Rockprincess818 , Los Angeles CA, Los Angeles, CA,,,,,,
454,2903166449, MrEdTrain , Quincy MA , Quincy, MA ,,,,,,
455,2736331149, Oteachjohn , Where I am now!, Where I am now!,,,,,,,
456,3909983892, HartmannVet79 , Texas, Texas,,,,,,,
457,18259256, Boris_Badenoff , , ,,,,,,,
458,49465713, ColliemomBeks , Texas USA, Texas, USA,,,,,,
459,2553218186, missiongirl4 , , ,,,,,,,
460,7.06389E+17, debbie_groves1 , , ,,,,,,,
461,3320545346, PennyHicks13 , Nevada USA, Nevada, USA,,,,,,
462,383064409, CoachKJunior , Los Angeles CA, Los Angeles, CA,,,,,,
463,479198786, LichenCraig , Colorado, Colorado,,,,,,,
464,19221513, realvenusinfurs , Hollywood/Seattle/West Coast, Hollywood/Seattle/West Coast,,,,,,,
465,2912564031, Gyp5ySoul , Colorado, Colorado,,,,,,,
466,144540518, FrankieTease , Long Beach CA Las Vegas NV, Long Beach, CA Las Vegas NV,,,,,,
467,19587302, bluehawkenator , Delaware USA, Delaware, USA,,,,,,
468,273020416, Tramayle , , ,,,,,,,
469,4011800885, wrs1260 , , ,,,,,,,
470,2278024478, annholman194 , South Dakota USA, South Dakota, USA,,,,,,
471,2812269630, Hydraman40Black , , ,,,,,,,
472,20106268, judithfuredi , Manhattan NY, Manhattan, NY,,,,,,
473,121921260, EveningStarNM , Las Cruces NM, Las Cruces, NM,,,,,,
474,554443824, C3Gossett , , ,,,,,,,
475,1684704224, YokedToYeshua , USA, USA,,,,,,,
476,1109661295, BunnysDaughter , , ,,,,,,,
477,204339253, SashGirlVegas , Las Vegas, Las Vegas,,,,,,,
478,443858973, Leslie_H20 , The Old North State, The Old North State,,,,,,,
479,808855729, RealMarkCole , , ,,,,,,,
480,115941509, alexvtunzelmann , London, London,,,,,,,
481,4869448667, EagleEyeFlyer , Virginia USA, Virginia, USA,,,,,,
482,2272367377, OLRDJ , , ,,,,,,,
483,15313592, ldyhawk549 , AnamCaraZen Buddhist Monastary, AnamCaraZen Buddhist Monastary,,,,,,,
484,75643667, thijsromer , Amsterdam, Amsterdam,,,,,,,
485,2297125818, dwulke , Vince Lombardi, Vince Lombardi,,,,,,,
486,4040155154, B_Green159 , United States, United States,,,,,,,
487,416772537, Gstoneman68 , , ,,,,,,,
488,4856364013, Kellydanes1 , Phoenix AZ, Phoenix, AZ,,,,,,
489,108385758, GeorgeMee , Oklahoma City OK, Oklahoma City, OK,,,,,,
490,18906436, FourthOctavo , San Antonio TX, San Antonio, TX,,,,,,
491,283324844, ismithKDKA , Pittsburgh, Pittsburgh,,,,,,,
492,50703416, Indiana_Patriot , Indiana, Indiana,,,,,,,
493,586841695, Horganism , Stevens Institute, Stevens Institute,,,,,,,
494,3124412854, DanielIronhead , , ,,,,,,,
495,136166272, whatzzhername , OCSoCal, OCSoCal,,,,,,,
496,795181796, RayBurkhart1 , Lewisville North Carolina, Lewisville North Carolina,,,,,,,
497,4747746462, ralph_lyn , , ,,,,,,,
498,2664495768, Colin_R_Gale , Basement Parliament House , Basement, Parliament House ,,,,,,
499,1339060338, rninfl , , ,,,,,,,
500,348667672, USAHellfire , , ,,,,,,,
501,601065065, ptrckstone , , ,,,,,,,
502,188189430, ckelly202 , , ,,,,,,,
503,398742951, gaylenanny , Athens GA, Athens, GA,,,,,,
504,7.14146E+17, johndpizzaman , , ,,,,,,,
505,4520330172, petrotaz50 , , ,,,,,,,
506,3310011989, TrumpMA , Massachusetts USA, Massachusetts, USA,,,,,,
507,111166826, dreamcatcher5 , Montana, Montana,,,,,,,
508,145856687, APOYODECHILE , UNITED STATES OF AMERICA, UNITED STATES OF AMERICA,,,,,,,
509,534117566, Fanoffreedoms , ky, ky,,,,,,,
510,4851681461, MMaria03146111 , New York NY, New York, NY,,,,,,
511,53710141, volleymac40 , , ,,,,,,,
512,55829777, flatwalk , , ,,,,,,,
513,2272367377, OLRDJ , , ,,,,,,,
514,2477028826, krom1781 , USA, USA,,,,,,,
515,553856375, WVartan , USA, USA,,,,,,,
516,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
517,1223685223, MartinConnlynnm , , ,,,,,,,
518,24519597, jhrusher , , ,,,,,,,
519,3310800271, robertew2945 , Las Vegas NV, Las Vegas, NV,,,,,,
520,28891575, vbislands , Los angeles, Los angeles,,,,,,,
521,60448759, DoDFiredawg78 , Richmond VA, Richmond, VA,,,,,,
522,4833875471, chad_appel , Texas USA, Texas, USA,,,,,,
523,779478162, Josue_Berduo , , ,,,,,,,
524,3284358254, arian0027 , United States, United States,,,,,,,
525,3950708835, HollyW81333596 , Florida USA, Florida, USA,,,,,,
526,28273116, joyreaper , , ,,,,,,,
527,551348482, AdiDajani , Houston Texas, Houston, Texas,,,,,,
528,1587237776, ThunderBlazing , Denver CO, Denver, CO,,,,,,
529,98047247, hanin03 , Dubai, Dubai,,,,,,,
530,198212642, youhaveadriiixo , New Jersey USA, New Jersey, USA,,,,,,
531,316130208, JoeSmithSDK , , ,,,,,,,
532,559720879, neo99934 , America, America,,,,,,,
533,2651813438, TalkCritic , East of Eden, East of Eden,,,,,,,
534,6.99352E+17, HenryEvans4 , , ,,,,,,,
535,31125443, HappyGrand7 , USA, USA,,,,,,,
536,29581958, PeterCIAmCoptic , Wisconsin USA, Wisconsin, USA,,,,,,
537,3000619402, disgamechanger , The Big Apple, The Big Apple,,,,,,,
538,3302882995, kakemper , Texas USA, Texas, USA,,,,,,
539,2326218852, tuurrnnt , sküle, sküle,,,,,,,
540,141345790, ManDimeBishMade , , ,,,,,,,
541,20009204, ArlenWms , Principles of Christian Love, Principles of Christian Love,,,,,,,
542,526251283, JerreMorganti4 , New Jersey USA, New Jersey, USA,,,,,,
543,223719518, Redeemed1952 ,   ?COASTAL PLAINS NC??,   ?COASTAL PLAINS NC??,,,,,,,
544,33536197, MrPaulGallagher , Glasgow Scotland, Glasgow, Scotland,,,,,,
545,531620458, S1776frdm , West, West,,,,,,,
546,77499983, gahome1 , Atlanta GA, Atlanta, GA,,,,,,
547,1308106963, kkatblonde , , ,,,,,,,
548,16474781, sundersays , London, London,,,,,,,
549,30863106, FAccordions , Virginia, Virginia,,,,,,,
550,184628546, ngbehht , Boston, Boston,,,,,,,
551,4499094387, pappas_73 , , ,,,,,,,
552,4052199193, vickyunderhill , Fort Worth Tx., Fort Worth, Tx.,,,,,,
553,14066928, Xantl , 34° 3' 8 N; 118° 14' 34 W, 34° 3' 8 N; 118° 14' 34 W,,,,,,,
554,2894256669, JGlltti , , ,,,,,,,
555,583094488, misterjdc , Center Point Iowa. USA, Center Point Iowa. USA,,,,,,,
556,2887593005, Liee4Trump , Tampa FL, Tampa, FL,,,,,,
557,1270365588, no_Soy_De_Tii , TampaFlorida , Tampa,Florida ,,,,,,
558,388017681, cobaltcruiser , Oklahoma USA, Oklahoma, USA,,,,,,
559,218348332, billie_begley , Tennessee, Tennessee,,,,,,,
560,331136295, GlobalProgresMB , From Stamford Bridge to World, From Stamford Bridge to World,,,,,,,
561,2894256669, JGlltti , , ,,,,,,,
562,212049876, dcnite56 , , ,,,,,,,
563,1684663734, jaditmars_john , , ,,,,,,,
564,31045732, writeonthemark6 , New York, New York,,,,,,,
565,528015584, mxander458 , Arizona USA, Arizona, USA,,,,,,
566,823149192, glozee1 , , ,,,,,,,
567,426939257, feedthedrummer , Darlington, Darlington,,,,,,,
568,458106241, Jerribenton , Florida, Florida,,,,,,,
569,387707281, mothergooseAZ , ARIZONA USA, ARIZONA, USA,,,,,,
570,430089879, snwwhit23 , Alabama, Alabama,,,,,,,
571,498510604, KAS_Tha_III , San Antonio Texas, San Antonio, Texas,,,,,,
572,861193644, colletteryan56 , Richmond MI, Richmond, MI,,,,,,
573,42751681, FrankieRusso1 , BROOKLYN USA, BROOKLYN, USA,,,,,,
574,3296504462, PattonDivision , , ,,,,,,,
575,3951302129, jamss3468 , South Carolina USA, South Carolina, USA,,,,,,
576,218041902, 47PatriotFI , USA, USA,,,,,,,
577,358892210, jend0315 , South Dakota, South Dakota,,,,,,,
578,59924442, MsRobiinson , Miami FL, Miami, FL,,,,,,
579,49561002, Cate66 , , ,,,,,,,
580,1426967479, HenryOray , Detroit MI, Detroit, MI,,,,,,
581,928660866, kbseashell3 , , ,,,,,,,
582,7.14926E+17, politicalpatty1 , Louisiana USA, Louisiana, USA,,,,,,
583,4854250851, Dad_Trump2 , , ,,,,,,,
584,4576968748, JamesCMiller7 , United States, United States,,,,,,,
585,7.14926E+17, politicalpatty1 , Louisiana USA, Louisiana, USA,,,,,,
586,7.14956E+17, Ike19777 , , ,,,,,,,
587,582352257, Ellie_Urban , , ,,,,,,,
588,3025313319, A1Carl , , ,,,,,,,
589,3291902538, LeeBrya88882595 , , ,,,,,,,
590,533444481, MPrestrepo2334 , , ,,,,,,,
591,7.05084E+17, MccurleyMaureen , , ,,,,,,,
592,2431107457, LiveNewsyTweets , , ,,,,,,,
594,15521774, gracels , San Francisco, San Francisco,,,,,,,
595,26538104, CamBam8 , Fort Lauderdale FL, Fort Lauderdale, FL,,,,,,
596,3599164993, danshay7 , America, America,,,,,,,
597,218114129, Samagdma , St. Louis MO, St. Louis, MO,,,,,,
598,4460500221, HouseOfSavoy7 , Luxembourg City Luxembourg   , Luxembourg City, Luxembourg   ,,,,,,
599,3925208006, Holly10410 , , ,,,,,,,
600,4447613913, SusanGr16576445 , Georgia USA, Georgia, USA,,,,,,
601,2282563584, gertonshref , Louisiana, Louisiana,,,,,,,
602,2834647215, 8bitsofsound , Tourian Zebes, Tourian, Zebes,,,,,,
603,4460500221, HouseOfSavoy7 , Luxembourg City Luxembourg   , Luxembourg City, Luxembourg   ,,,,,,
604,930575720, CelesteHerget , , ,,,,,,,
605,49561002, Cate66 , , ,,,,,,,
606,14709531, DSarna , Northern NJ USA, Northern NJ, USA,,,,,,
607,1102330429, deebull , United States, United States,,,,,,,
608,50041304, chrisncal , CA, CA,,,,,,,
609,278255758, jerhyr60 , Connecticut USA, Connecticut, USA,,,,,,
610,129281932, andrewjgregor , CA. USA, CA. USA,,,,,,,
611,7.06714E+17, SammyCl23155188 , Tennessee USA, Tennessee, USA,,,,,,
612,838554698, p_junestorm78 , , ,,,,,,,
613,216469250, dglend , Texas USA, Texas, USA,,,,,,
614,26947929, akawhit1 , with JESUS by the sea, with JESUS by the sea,,,,,,,
615,3405607821, Markallenjobe1 , Columbia md, Columbia md,,,,,,,
616,4865796322, Richard01702798 , Indiana/Virginia, Indiana/Virginia,,,,,,,
617,4006650737, opcar2852 , , ,,,,,,,
618,140638175, toby1995 , , ,,,,,,,
619,3167437949, mikeo159 , , ,,,,,,,
620,3124986791, BarbMuenchen , Trump twitter campaign Ohio, Trump twitter campaign Ohio,,,,,,,
621,7.05193E+17, bobcathutch , , ,,,,,,,
622,7.14926E+17, politicalpatty1 , Louisiana USA, Louisiana, USA,,,,,,
623,109396382, rachelCgardiner , cola , cola ,,,,,,,
624,2802955694, 6inthebluff , On The Bluff, On The Bluff,,,,,,,
625,4520330172, petrotaz50 , , ,,,,,,,
626,3120820724, KarenTr58210895 , Shenandoah TX, Shenandoah, TX,,,,,,
627,72841205, JaniceRaffa , Beaumont TX, Beaumont TX,,,,,,,
628,145856687, APOYODECHILE , UNITED STATES OF AMERICA, UNITED STATES OF AMERICA,,,,,,,
629,4098237466, natmc33076 , , ,,,,,,,
630,395460119, edwards_russ , Kennewick WA, Kennewick, WA,,,,,,
631,4865796322, Richard01702798 , Indiana/Virginia, Indiana/Virginia,,,,,,,
632,533444481, MPrestrepo2334 , , ,,,,,,,
633,3405607821, Markallenjobe1 , Columbia md, Columbia md,,,,,,,
634,272574674, eda4461 , , ,,,,,,,
635,4847963927, bkmb8665 , Brooklyn NY, Brooklyn, NY,,,,,,
636,909448512, AnitaDWhitee , United States, United States,,,,,,,
637,3345779998, KS_Lutolf , Kansas USA, Kansas, USA,,,,,,
638,348013783, hcabhawk , California, California,,,,,,,
639,347627434, LindaSuhler , God Bless America!, God Bless America!,,,,,,,
640,7.0184E+17, jules1965_ , , ,,,,,,,
641,1267362949, Keeping__Real , Washington D.C. , Washington, D.C. ,,,,,,
642,142026187, csirigiano , , ,,,,,,,
643,19038210, Eykis , Music City USA - NashVegas, Music City, USA - NashVegas,,,,,,
644,3306237726, BirmanMichael , California USA, California, USA,,,,,,
645,7.01509E+17, ctzen66 , Danville KY, Danville, KY,,,,,,
646,7.0184E+17, jules1965_ , , ,,,,,,,
647,567626521, jko417 , United States, United States,,,,,,,
648,1724144856, alexbenhard1 , , ,,,,,,,
649,3532050793, JamesVonMaxwell , Scotland, Scotland,,,,,,,
650,66275900, hg9703 , United States, United States,,,,,,,
651,3142954274, ajodom60 , , ,,,,,,,
652,2241717492, lalauraru777 , , ,,,,,,,
653,3330295799, MonopointAmy , Hawaii USA, Hawaii, USA,,,,,,
654,2861152027, ninja_kach , Texas USA, Texas, USA,,,,,,
655,1608965634, georgeblack61 , , ,,,,,,,
656,20428579, falfiee , Central Illinois, Central Illinois,,,,,,,
657,2276753232, SheikaReeves , Tallahasseee FL , Tallahasseee, FL ,,,,,,
658,22209659, Mina001 , USA, USA,,,,,,,
659,415725818, LisaMiwa , , ,,,,,,,
660,261749735, steph93065 , California USA, California, USA,,,,,,
661,2501358378, Chrisisfake , Leeds England, Leeds, England,,,,,,
662,503548941, AttorneyTracey1 , Detroit MI, Detroit, MI,,,,,,
663,324540022, GBWriterAndrew , Indianapolis IN, Indianapolis, IN,,,,,,
664,62418222, Freedomfromu , United States, United States,,,,,,,
665,21343120, Earthangel7558 , , ,,,,,,,
666,884648612, MignonFeldstein , , ,,,,,,,
667,3404728337, Blondeadroit , , ,,,,,,,
668,1170241909, crstar77 , Houston TX, Houston, TX,,,,,,
669,2984814863, IsabeleInivin57 , United States of America, United States of America,,,,,,,
670,3886472352, sareeves44 , Deep South, Deep South,,,,,,,
671,937475790, HubbsJim , , ,,,,,,,
672,1007818814, basanththe_reup , Making the World GREAT AGAIN!!, Making the World GREAT AGAIN!!,,,,,,,
673,65382842, AugustEve2012 , Charlotte NC, Charlotte, NC,,,,,,
674,21802725, redchuckjack , Chicago IL, Chicago IL,,,,,,,
675,3354784032, hartv15 , , ,,,,,,,
676,28585356, TDSIanJames , California, California,,,,,,,
677,23921732, FoxNewsMom , Carlsbad CA, Carlsbad, CA,,,,,,
678,39698635, Zach1740 , , ,,,,,,,
679,854072342, casscj , Nashville Tennessee, Nashville, Tennessee,,,,,,
680,426635241, Himself3909 , Somewhere West of Philly, Somewhere West of Philly,,,,,,,
681,2580296111, AndrewwCivic , , ,,,,,,,
682,3005641411, afaulknerclan , , ,,,,,,,
683,3130192821, 13BuzzC69 , Columbia County Florida USA, Columbia County, Florida USA,,,,,,
684,12425302, ponorit , sonyai village redding ca, sonyai village, redding, ca,,,,,
685,204003684, BestBotoxNurse , United States, United States,,,,,,,
686,16597796, Brewcerizer , FL, FL,,,,,,,
687,3837907454, thompsoncheri22 , , ,,,,,,,
688,50041304, chrisncal , CA, CA,,,,,,,
689,748045944, ConservaCountry , , ,,,,,,,
690,2880023448, mosoto383 , , ,,,,,,,
691,3219303120, YOUNGFiREBRAND , , ,,,,,,,
692,1596748964, RocketRWTurner , EugeneOregon, Eugene,Oregon,,,,,,
693,384005220, woitekj , , ,,,,,,,
694,21906070, Kegan05 , Northwest USA, Northwest USA,,,,,,,
695,344811563, MrDewMaster , , ,,,,,,,
696,4098237466, natmc33076 , , ,,,,,,,
697,2898756616, cruchofcofee , Williamsport MD, Williamsport, MD,,,,,,
698,328572979, ChapmanNancy , America the Beautiful, America the Beautiful,,,,,,,
699,2789826107, Jurygal08 , PhiladelphiaPA, Philadelphia,PA,,,,,,
700,3352811752, JacMjc7268 , NunYa biz , NunYa biz, ,,,,,,
701,384005220, woitekj , , ,,,,,,,
702,7.01254E+17, laridor1 , , ,,,,,,,
703,3377478999, Mattwoodnyc3 , Manhattan NY, Manhattan, NY,,,,,,
704,1613395148, The_usmnt25 , United States, United States,,,,,,,
705,3950708835, HollyW81333596 , Florida USA, Florida, USA,,,,,,
706,3408791968, gobig27 , Orlando FL, Orlando, FL,,,,,,
707,4076935702, rush_simpson , , ,,,,,,,
708,1367811534, abbsent_minded , not the closet, not the closet,,,,,,,
709,12980002, CtBrokerRoks , Connecticut USA, Connecticut, USA,,,,,,
710,2894256669, JGlltti , , ,,,,,,,
711,7.12629E+17, rightwingsiren , , ,,,,,,,
712,4351416912, Oldfolksmatter , , ,,,,,,,
713,4048852873, ROB_e_79 , California USA, California, USA,,,,,,
714,2903166449, MrEdTrain , Quincy MA , Quincy, MA ,,,,,,
715,2398263498, tci92 , Louisiana USA, Louisiana, USA,,,,,,
716,20106268, judithfuredi , Manhattan NY, Manhattan, NY,,,,,,
717,7.17445E+17, lunaawesomedog ,,,,,,,,,
718,3093717519, LDJT2016 , , ,,,,,,,
719,263692122, AgentOOSeven , Panama City Beach FL, Panama City Beach, FL,,,,,,
720,4714745576, mhooshma16 , Texas USA, Texas, USA,,,,,,
721,26558023, kellabeck , nyc, nyc,,,,,,,
722,2211021408, Kiboe71 , Grand Island NE, Grand Island, NE,,,,,,
723,186278633, sunshinette , rt behind you, rt behind you,,,,,,,
724,37352356, Grace_Durbin , Oklahoma , Oklahoma ,,,,,,,
725,3280229443, WoodCarma , , ,,,,,,,
726,388105873, NPete2 , , ,,,,,,,
727,75990180, LAASummers , Nottingham/UK , Nottingham/UK ,,,,,,,
728,2274407522, AntonloRuiz , Montebello CA, Montebello, CA,,,,,,
729,3391185461, Emmita17E , , ,,,,,,,
730,126097850, JoanFr2 , , ,,,,,,,
731,33138145, Contumedia , Florida, Florida,,,,,,,
732,3719791095, polyannanot , Virginia, Virginia,,,,,,,
733,581379553, tooli65 , FLORIDA, FLORIDA,,,,,,,
734,183338295, Inirbag15 , Atlantis the Lost Empire, Atlantis the Lost Empire,,,,,,,
735,28936498, SusanQ294 , CA, CA,,,,,,,
736,526967433, loman920 , BrooklynNY, Brooklyn,NY,,,,,,
737,909448512, AnitaDWhitee , United States, United States,,,,,,,
738,7.08503E+17, PuyaFiel , , ,,,,,,,
739,23078405, kansasauthor , Kansas, Kansas,,,,,,,
740,4099926287, HannesHanath , Berlin , Berlin ,,,,,,,
741,234442133, incomedy , Who cares as long as its funny, Who cares as long as its funny,,,,,,,
742,876040219, msann43 , Louisiana USA, Louisiana, USA,,,,,,
743,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
744,742878181, starrbrite2 , UK, UK,,,,,,,
745,402061844, Juliann990 , , ,,,,,,,
746,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
747,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
748,7.02038E+17, CuriousVibe , , ,,,,,,,
749,356837905, MeganSmiles , , ,,,,,,,
750,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
751,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
752,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
753,3951200003, IreneEagle1 , Kentucky USA, Kentucky, USA,,,,,,
754,402061844, Juliann990 , , ,,,,,,,
755,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
756,475166181, niels_schenk , Groningen, Groningen,,,,,,,
757,362691245, Andrea_peppa , Miami Beach, Miami Beach,,,,,,,
758,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
759,2771280177, TGlesnes , Mons Norway, Mons, Norway,,,,,,
760,483272505, ammboston , Boston MA and Newport ME, Boston MA and Newport ME,,,,,,,
761,431917957, magnifier661 , California USA, California, USA,,,,,,
762,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
763,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
764,14324572, gburton , Palm Springs  Cali, Palm Springs,  Cali,,,,,,
765,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
766,7.05861E+17, TRUMP_loves_US , , ,,,,,,,
767,4854449571, ForTennessee , THE GREAT STATE OF TENNESSEE , THE GREAT STATE OF TENNESSEE ,,,,,,,
768,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
769,18057956, tmasonmi5 , New York, New York,,,,,,,
770,352532987, rodsandguitars , USA, USA,,,,,,,
771,2716292122, ElishivaAhmose , Florida, Florida,,,,,,,
772,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
773,3288045372, ABWriter22 , , ,,,,,,,
774,252221052, marilocosta , Los Angeles California, Los Angeles, California,,,,,,
775,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
776,3280229443, WoodCarma , , ,,,,,,,
777,4642677934, hissychrisp1 , , ,,,,,,,
778,4803630864, Benross75 , , ,,,,,,,
779,3663025166, Say_Non_Now , , ,,,,,,,
780,52426384, dpburnette , , ,,,,,,,
781,395476407, Zelidasquare , , ,,,,,,,
782,59924442, MsRobiinson , Miami FL, Miami, FL,,,,,,
783,14478948, alexsteed , Maine , Maine ,,,,,,,
